============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> SiO2 - quartz (ICRU-245)(  2 um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2906  1 .9166427E+06   2000149E-02  .5936E+02 -.1280E+03   .9998357 -.0017882 -.0180364
T 2907  1 .9156644E+06   2000161E-02 -.2098E+03  .1861E+03   .9996523 -.0262150  .0028528
T 2908  1 .9127067E+06   2000025E-02  .8540E+02  .1027E+03   .9996529  .0128888  .0229771
T 2909  1 .9109516E+06   2000156E-02  .2495E+03 -.1866E+02   .9996989  .0245248 -.0008536
T 2910  1 .9096164E+06   2000232E-02  .5980E+03 -.1893E+04   .9935238  .0410153 -.1059635
T 2911  1 .9041610E+06   2000189E-02  .9723E+02 -.5056E+02   .9998397 -.0114313  .0137781
T 2912  1 .9113598E+06   2000075E-02  .1396E+03 -.2372E+02   .9999354  .0061205 -.0095793
T 2913  1 .9256907E+06   2000128E-02  .8970E+02  .6703E+02   .9999606  .0021976 -.0086027
T 2914  1 .9295533E+06   2000032E-02  .1060E+03 -.7053E+02   .9998318  .0122572 -.0136417
T 2915  1 .9024474E+06   2000159E-02  .4827E+02  .3857E+02   .9999532  .0051485  .0081914
T 2916  1 .9104566E+06   2000017E-02  .4823E+00  .2694E+03   .9988178 -.0012333  .0485961
T 2917  1 .9152605E+06   2000150E-02 -.7455E+02 -.6264E+02   .9998896 -.0144299 -.0035442
T 2918  1 .9074800E+06   2000232E-02 -.4551E+02  .1763E+03   .9993250 -.0299412  .0212835
T 2919  1 .9163964E+06   2000177E-02 -.7900E+02  .6593E+02   .9999473 -.0092942  .0043695
T 2920  1 .9095509E+06   2000243E-02  .4654E+02  .4592E+02   .9997433 -.0212147  .0079584
T 2921  1 .9086535E+06   2000101E-02  .2418E+02  .7621E+02   .9995109  .0309646 -.0043803
T 2922  1 .9185454E+06   2000020E-02 -.1004E+03 -.1002E+03   .9997802 -.0181436 -.0105069
T 2923  1 .9121024E+06   2000196E-02 -.2912E+02 -.1084E+03   .9997269 -.0170227 -.0160139
T 2924  1 .9106208E+06   2000082E-02 -.1140E+03 -.5309E+02   .9996343 -.0227551 -.0146109
T 2925  1 .9009337E+06   2000174E-02 -.2017E+02  .4953E+02   .9999770  .0067586  .0006069
T 2926  1 .9021050E+06   2000105E-02 -.1885E+03 -.8104E+01   .9998057 -.0196685 -.0012885
T 2927  1 .9084393E+06   2000132E-02 -.3879E+02  .2392E+03   .9996852 -.0079767  .0237890
T 2928  1 .9134169E+06   2000122E-02 -.2362E+02 -.1287E+03   .9999849 -.0048306  .0026018
T 2929  1 .9052258E+06   2000110E-02 -.1178E+03 -.6808E+02   .9998160 -.0107574 -.0158834
T 2930  1 .9079571E+06   2000011E-02  .9929E+02 -.7780E+02   .9997252  .0181167 -.0148792
T 2931  1 .9060642E+06   2000222E-02 -.6563E+02 -.1725E+03   .9996998 -.0208799 -.0128202
T 2932  1 .9184081E+06   2000137E-02 -.9874E+02 -.5363E+02   .9997757 -.0152243 -.0147217
T 2933  1 .9114989E+06   2000009E-02 -.5619E+02 -.3737E+02   .9999508  .0080950  .0057353
T 2934  1 .9198741E+06   2000112E-02 -.4142E+02  .1448E+03   .9998824 -.0105798  .0110998
T 2935  1 .9005644E+06   2000052E-02 -.6639E+02  .5813E+02   .9999392 -.0109126  .0015704
T 2936  1 .9089826E+06   2000225E-02  .2224E+03  .1927E+03   .9996465  .0188498  .0187487
T 2937  1 .9100623E+06   2000175E-02  .6547E+02  .1284E+03   .9999255  .0107326  .0058088
T 2938  1 .9018128E+06   2000040E-02  .2321E+03  .1302E+03   .9995599  .0273560  .0114700
T 2939  1 .9036640E+06   2000235E-02 -.1534E+03  .9910E+02   .9998888 -.0104833  .0106083
T 2940  1 .9136056E+06   2000155E-02 -.1044E+03  .8583E+02   .9997505 -.0216891  .0053432
T 2941  1 .9032214E+06   2000190E-02  .9052E-01  .7492E+02   .9998257  .0024201  .0185112
T 2942  1 .9036591E+06   2000152E-02 -.7512E+02  .1149E+03   .9998551 -.0083659  .0148266
T 2943  1 .9001039E+06   2000064E-02  .8457E+03 -.6751E+03   .9880122  .1230925 -.0931676
T 2944  1 .9150931E+06   2000005E-02  .1654E+02 -.1644E+03   .9996567  .0143544 -.0219202
T 2945  1 .9108752E+06   2000130E-02 -.1009E+02  .1893E+03   .9998630  .0061130  .0153792
T 2946  1 .9153206E+06   2000242E-02  .2047E+03 -.1597E+02   .9997333  .0217191  .0078512
T 2947  1 .9164495E+06   2000222E-02 -.2062E+03  .5362E+02   .9999017 -.0139727 -.0011296
T 2948  1 .9062644E+06   2000170E-02  .1096E+03  .4791E+02   .9997549  .0194209  .0106301
T 2949  1 .9177877E+06   2000121E-02  .5184E+02  .9546E+02   .9998700  .0159424  .0023941
T 2950  1 .9209566E+06   2000180E-02 -.5185E+02 -.1533E+02   .9999530  .0060520  .0075798
T 2951  1 .9011248E+06   2000006E-02 -.7074E+02  .1160E+03   .9997557 -.0128786  .0179623
T 2952  1 .8970552E+06   2000139E-02  .6478E+02  .7035E+00   .9998963 -.0050848 -.0134751
T 2953  1 .9201213E+06   2000068E-02 -.5205E+02 -.9569E+02   .9997547 -.0109207 -.0192668
T 2954  1 .9258368E+06   2000064E-02  .1057E+03 -.4618E+02   .9999871  .0047564 -.0017637
T 2955  1 .9182068E+06   2000227E-02  .1560E+03  .4857E+02   .9998361  .0151673 -.0098816
T 2956  1 .9103717E+06   2000140E-02  .2582E+02 -.5828E+02   .9999048  .0028932 -.0134882
T 2957  1 .9108708E+06   2000170E-02  .6818E+02  .1212E+03   .9998377  .0159707  .0083389
T 2958  1 .8973073E+06   2000216E-02 -.2347E+02 -.9791E+02   .9992163  .0161339 -.0361457
T 2959  1 .9081373E+06   2000211E-02 -.5821E+02 -.8847E+02   .9999477 -.0087245  .0053286
T 2960  1 .9070298E+06   2000234E-02 -.1786E+03 -.3832E+02   .9995682 -.0271434 -.0112523
T 2961  1 .9053848E+06   2000167E-02  .6355E+02 -.8591E+02   .9979247 -.0625662 -.0152254
T 2962  1 .9059247E+06   2000028E-02 -.4505E+02  .7994E+02   .9998247 -.0140412  .0123836
T 2963  1 .9109013E+06   2000227E-02 -.6360E+02 -.7428E+02   .9999869 -.0021068 -.0046673
T 2964  1 .9023009E+06   2000202E-02 -.5553E+02 -.1363E+03   .9999964  .0007146 -.0025900
T 2965  1 .9112885E+06   2000001E-02 -.1031E+03  .3572E+02   .9999577 -.0091179  .0012035
T 2966  1 .9127673E+06   2000154E-02 -.4336E+03 -.5943E+03   .9986725 -.0336136 -.0390302
T 2967  1 .9107882E+06   2000134E-02 -.1503E+03 -.4523E+00   .9997306 -.0232090 -.0001079
T 2968  1 .9146075E+06   2000086E-02  .6918E+02 -.8318E+02   .9998467  .0170459  .0040124
T 2969  1 .9086471E+06   2000211E-02  .1676E+03  .8286E+02   .9995487  .0259127  .0151971
T 2970  1 .9033078E+06   2000129E-02  .1600E+03 -.1653E+03   .9993230  .0305524 -.0204954
T 2971  1 .9135062E+06   2000077E-02  .6412E+02 -.2769E+02   .9999766 -.0040501  .0055086
T 2972  1 .9072078E+06   2000221E-02 -.9872E+02 -.2052E+02   .9999908 -.0027863 -.0032571
T 2973  1 .9040067E+06   2000082E-02 -.3448E+02  .4360E+02   .9999041 -.0121522 -.0066432
T 2974  1 .9112085E+06   2000005E-02 -.1391E+03  .4585E+02   .9998169 -.0169147  .0089462
T 2975  1 .9120949E+06   2000134E-02  .4686E+02  .1730E+03   .9996467  .0077811  .0254143
T 2976  1 .9076963E+06   2000157E-02 -.1258E+03 -.5925E+02   .9999572 -.0091216  .0015434
T 2977  1 .9136392E+06   2000036E-02  .1259E+02  .1133E+03   .9999678  .0001353  .0080277
T 2978  1 .9068250E+06   2000229E-02 -.9392E+02  .6227E+02   .9998347  .0016898  .0181037
T 2979  1 .9200716E+06   2000185E-02 -.1009E+03 -.1077E+02   .9998414 -.0177945 -.0006929
T 2980  1 .9144456E+06   2000147E-02 -.3923E+02 -.1178E+02   .9999201 -.0014556  .0125559
T 2981  1 .9044937E+06   2000131E-02 -.1187E+03 -.1171E+03   .9995789 -.0290148  .0003445
T 2982  1 .9121477E+06   2000015E-02  .6984E+02  .6780E+01   .9999968  .0006071 -.0024388
T 2983  1 .9077187E+06   2000197E-02 -.6714E+02  .7681E+02   .9999878  .0037474  .0032102
T 2984  1 .9124519E+06   2000093E-02  .3960E+02  .1683E+02   .9999653  .0075115 -.0036135
T 2985  1 .9071872E+06   2000182E-02  .2269E+02 -.8814E+02   .9994860 -.0142314 -.0287256
T 2986  1 .9066535E+06   2000028E-02 -.9470E+02  .1290E+03   .9997210 -.0229892  .0054257
T 2987  1 .9181594E+06   2000099E-02  .5807E+01  .9827E+02   .9999748 -.0070449  .0008635
T 2988  1 .9147665E+06   2000216E-02  .9706E+02 -.1877E+03   .9997590 -.0006745 -.0219441
T 2989  1 .9174994E+06   2000197E-02  .6341E+02  .2257E+01   .9999916  .0015067  .0038065
T 2990  1 .9105522E+06   2000197E-02 -.1351E+03  .4362E+02   .9999842 -.0056040 -.0003318
T 2991  1 .9034433E+06   2000078E-02  .2302E+03 -.4338E+02   .9955673  .0429976 -.0836476
T 2992  1 .9182788E+06   2000080E-02 -.4472E+02  .2236E+02   .9998456 -.0127637  .0120755
T 2993  1 .9185475E+06   2000141E-02  .3894E+02 -.1168E+03   .9998467 -.0155008 -.0081473
T 2994  1 .9185995E+06   2000190E-02  .7574E+02  .3311E+02   .9999257  .0121395 -.0011400
T 2995  1 .9040064E+06   2000010E-02  .1273E+03  .1153E+03   .9997293  .0196204  .0125068
T 2996  1 .9115632E+06   2000020E-02 -.4816E+01 -.6245E+01   .9999822 -.0054208 -.0024760
T 2997  1 .9042394E+06   2000156E-02 -.1043E+03 -.6552E+02   .9998583 -.0139846 -.0093695
T 2998  1 .9039683E+06   2000236E-02 -.2044E+03 -.1639E+02   .9995140 -.0305180 -.0063596
T 2999  1 .9166094E+06   2000081E-02 -.4959E+02  .6472E+02   .9999745 -.0065548  .0028266
T 3000  1 .9175671E+06   2000152E-02  .5626E+02 -.2691E+02   .9999642  .0039053 -.0075096
T 3001  1 .9122362E+06   2000124E-02  .1194E+03 -.6005E+02   .9999288  .0091735 -.0076376
T 3002  1 .9068963E+06   2000011E-02  .3015E+03  .3162E+03   .9993107  .0210513  .0305776
T 3003  1 .9106789E+06   2000237E-02  .1596E+03 -.9209E+02   .9998443  .0154518 -.0085205
T 3004  1 .9091843E+06   2000179E-02  .2249E+02  .8696E+01   .9999811  .0056263  .0024840
T 3005  1 .9028784E+06   2000075E-02  .5242E+01 -.1691E+03   .9998169  .0028933 -.0189129
T 3006  1 .9196053E+06   2000225E-02  .6743E+02  .6790E+02   .9999258  .0117816 -.0031096
T 3007  1 .9077055E+06   2000037E-02 -.4700E+03  .4857E+03   .9917583 -.0748323  .1039979
T 3008  1 .9053323E+06   2000188E-02  .1091E+03  .6831E+02   .9999718  .0018443  .0072745
T 3009  1 .9077277E+06   2000240E-02  .1986E+03 -.3106E+02   .9997311  .0226723 -.0048645
T 3010  1 .9148976E+06   2000213E-02 -.7866E+02  .2155E+02   .9999912  .0003901 -.0041714
T 3011  1 .9063986E+06   2000051E-02 -.2505E+03 -.1091E+03   .9991365 -.0350013 -.0223864
T 3012  1 .9111270E+06   2000020E-02  .2543E+02  .9370E+01   .9999774 -.0043437 -.0051287
T 3013  1 .9020013E+06   2000220E-02 -.9523E+02  .4788E+02   .9999131 -.0123875  .0044995
T 3014  1 .9146600E+06   2000114E-02  .5719E+02 -.1783E+03   .9993843  .0149844 -.0317253
T 3015  1 .9054698E+06   2000226E-02 -.5875E+02  .2785E+03   .9991033  .0171445  .0387135
T 3016  1 .9187184E+06   2000036E-02  .7760E+01 -.1740E+03   .9998919  .0003053 -.0146992
T 3017  1 .9158291E+06   2000163E-02  .3420E+02  .4017E+02   .9998178  .0139131  .0130681
T 3018  1 .9111439E+06   2000138E-02 -.8471E+02 -.4130E+02   .9999552  .0052990 -.0078402
T 3019  1 .9045245E+06   2000077E-02  .1415E+03 -.8194E+01   .9997183  .0234134 -.0038935
T 3020  1 .9097731E+06   2000083E-02 -.2206E+02  .1283E+03   .9999839  .0038828  .0041324
T 3021  1 .9091605E+06   2000240E-02 -.3049E+02 -.8723E+02   .9998541  .0001691 -.0170834
T 3022  1 .9159732E+06   2000209E-02 -.4406E+02  .5383E+02   .9999961 -.0027868 -.0001744
T 3023  1 .9223979E+06   2000242E-02  .8106E+02 -.8061E+02   .9994784  .0274623 -.0169955
T 3024  1 .9074207E+06   2000130E-02 -.9501E+02  .1028E+03   .9999288 -.0042930  .0111316
T 3025  1 .9150582E+06   2000060E-02 -.6703E+02 -.1391E+03   .9998254 -.0050493 -.0179895
T 3026  1 .9080579E+06   2000235E-02  .8898E+02 -.4728E+02   .9999759 -.0010425 -.0068637
T 3027  1 .9059141E+06   2000176E-02 -.3875E+02  .5021E+02   .9997642 -.0188086  .0108498
T 3028  1 .9121311E+06   2000155E-02  .1392E+03 -.3818E+03   .9997732  .0042793 -.0208636
T 3029  1 .9088127E+06   2000000E-02 -.3045E+02  .4864E+02   .9999864 -.0038385  .0035402
T 3030  1 .9046231E+06   2000117E-02 -.1134E+03 -.2305E+03   .9996665 -.0184644 -.0180529
T 3031  1 .8961363E+06   2000198E-02 -.5912E+00 -.1387E+03   .9999449  .0013569 -.0104111
T 3032  1 .9143078E+06   2000011E-02 -.3759E+02 -.9466E+02   .9998114 -.0103309 -.0164466
T 3033  1 .9121438E+06   2000101E-02 -.3870E+02  .9376E+02   .9997896 -.0129318  .0159215
T 3034  1 .9130028E+06   2000230E-02 -.5412E+02  .8496E+02   .9999597 -.0029201  .0084895
T 3035  1 .9084084E+06   2000211E-02  .3002E+03  .2712E+02   .9992591  .0383521  .0032212
T 3036  1 .8990288E+06   2000001E-02  .5961E+02  .8605E+02   .9996329  .0213671  .0166606
T 3037  1 .9083768E+06   2000192E-02 -.1612E+03 -.4363E+02   .9998486 -.0149702 -.0088697
T 3038  1 .9145052E+06   2000159E-02  .8220E+02 -.1511E+03   .9998822  .0130283 -.0081127
T 3039  1 .9059870E+06   2000010E-02 -.1818E+04  .4149E+03   .9930665 -.1106612  .0396621
T 3040  1 .9140042E+06   2000073E-02  .2941E+02  .1422E+03   .9998368  .0124145  .0131236
T 3041  1 .9065551E+06   2000198E-02  .2456E+02  .1137E+03   .9998859  .0019063  .0149828
T 3042  1 .9133729E+06   2000108E-02  .3960E+03  .3039E+03   .9995188  .0273338  .0146645
T 3043  1 .8976172E+06   2000006E-02 -.3212E+02  .1807E+03   .9998502  .0069491  .0158532
T 3044  1 .9113335E+06   2000043E-02 -.5873E+02 -.7159E+02   .9999649 -.0082200 -.0016231
T 3045  1 .9209782E+06   2000160E-02  .2740E+02 -.5588E+02   .9999613  .0004714 -.0087903
T 3046  1 .9173593E+06   2000213E-02  .1384E+03  .7435E+02   .9996974  .0240951  .0049580
T 3047  1 .9071475E+06   2000236E-02 -.6172E+02  .4779E+02   .9999974  .0019634 -.0011893
T 3048  1 .9067800E+06   2000157E-02 -.1102E+03 -.1732E+03   .9995722 -.0122160 -.0265729
T 3049  1 .9097807E+06   2000235E-02 -.4093E+02 -.4387E+02   .9999159  .0084444 -.0098466
T 3050  1 .9087043E+06   2000175E-02  .2981E+03  .1281E+03   .9993564  .0281405  .0222453
T 3051  1 .9100090E+06   2000173E-02 -.1255E+03  .1342E+02   .9999107 -.0087216 -.0101209
T 3052  1 .9005529E+06   2000140E-02 -.5938E+02 -.2114E+02   .9999894  .0001030 -.0045969
T 3053  1 .9158877E+06   2000128E-02 -.7181E+02 -.8214E+01   .9999406 -.0045450 -.0099055
T 3054  1 .9108634E+06   2000166E-02  .9737E+02 -.1272E+02   .9999457  .0086305  .0058440
T 3055  1 .9130342E+06   2000198E-02 -.4255E+02  .3661E+03   .9995305  .0023304  .0305511
T 3056  1 .9087495E+06   2000154E-02 -.7628E+02  .2102E+02   .9999867 -.0008226  .0050868
T 3057  1 .9095979E+06   2000010E-02  .1718E+03  .1376E+02   .9997332  .0206203 -.0104039
T 3058  1 .9137394E+06   2000215E-02  .4178E+02  .9881E+01   .9999443  .0105084  .0009388
T 3059  1 .9121241E+06   2000120E-02 -.2167E+03 -.5307E+02   .9995534 -.0239813 -.0178298
T 3060  1 .9203632E+06   2000082E-02  .1390E+02 -.1757E+02   .9999376  .0068479  .0088289
T 3061  1 .9116120E+06   2000184E-02 -.8140E+02 -.1096E+03   .9996387  .0078427 -.0257075
T 3062  1 .9224726E+06   2000119E-02 -.1440E+03 -.1182E+03   .9997969 -.0155901 -.0127751
T 3063  1 .9130452E+06   2000148E-02  .1818E+03  .3042E+02   .9999370  .0111419 -.0013288
T 3064  1 .9206028E+06   2000208E-02  .1360E+03  .2817E+01   .9999413  .0080962 -.0071943
T 3065  1 .9058829E+06   2000156E-02 -.5703E+01  .7587E+02   .9999707  .0008038  .0076073
T 3066  1 .9210690E+06   2000185E-02 -.1225E+03 -.6033E+02   .9997714 -.0198267 -.0080015
T 3067  1 .9081539E+06   2000214E-02 -.6871E+02  .6103E+02   .9998655 -.0131248  .0098320
T 3068  1 .9160623E+06   2000026E-02 -.3774E+02 -.9242E+02   .9999266  .0040166 -.0114265
T 3069  1 .9215440E+06   2000230E-02  .5138E+02  .3803E+02   .9999658  .0082685 -.0003247
T 3070  1 .9065425E+06   2000168E-02  .6155E+02 -.1090E+03   .9993495  .0083295 -.0350897
T 3071  1 .9233106E+06   2000006E-02 -.5225E+02 -.1050E+03   .9998611 -.0110707 -.0124605
T 3072  1 .9100647E+06   2000019E-02 -.1433E+02 -.5594E+02   .9999649  .0072145  .0042707
T 3073  1 .9102788E+06   2000225E-02  .6984E+02 -.2208E+02   .9999955  .0016489 -.0025087
T 3074  1 .9118458E+06   2000180E-02  .1684E+03  .1771E+03   .9996403  .0207362  .0170057
T 3075  1 .9184510E+06   2000005E-02  .2855E+02  .1398E+03   .9997923 -.0079023  .0187841
T 3076  1 .9102028E+06   2000202E-02 -.9890E+01 -.4625E+02   .9999143  .0130189 -.0013794
T 3077  1 .9108037E+06   2000167E-02 -.6232E+02  .1275E+02   .9999988 -.0006100 -.0013917
T 3078  1 .9169335E+06   2000228E-02  .2409E+03  .4949E+03   .9991281  .0182584  .0375449
T 3079  1 .9067892E+06   2000226E-02  .3982E+02 -.1144E+03   .9998447  .0015417 -.0175532
T 3080  1 .9023123E+06   2000231E-02 -.1693E+02 -.3190E+03   .9994242 -.0007153 -.0339242
T 3081  1 .9098572E+06   2000179E-02  .5153E+02 -.3013E+03   .9990598  .0126903 -.0414540
T 3082  1 .9115179E+06   2000158E-02 -.6143E+01  .8839E+02   .9999215  .0067985  .0105268
T 3083  1 .9094687E+06   2000067E-02 -.2431E+03  .9472E+02   .9985033 -.0545869 -.0033893
T 3084  1 .9086344E+06   2000218E-02  .5767E+02  .1391E+03   .9995598  .0179891  .0235934
T 3085  1 .9126656E+06   2000223E-02  .1087E+03 -.2498E+02   .9998721  .0159623  .0009993
T 3086  1 .9105891E+06   2000028E-02  .1764E+03  .1348E+03   .9989162  .0381188  .0267082
T 3087  1 .9089336E+06   2000120E-02 -.4214E+03 -.2152E+03   .9990572 -.0376884 -.0215457
T 3088  1 .9043184E+06   2000103E-02 -.8624E+02  .8982E+02   .9999169 -.0125512  .0029316
T 3089  1 .9168011E+06   2000185E-02  .1045E+03 -.9504E+02   .9999554  .0030429 -.0089378
T 3090  1 .9086672E+06   2000238E-02  .9830E+02  .1684E+03   .9994994  .0223031  .0224406
T 3091  1 .9107997E+06   2000158E-02  .4834E+02 -.8387E+01   .9999911  .0003636 -.0042071
T 3092  1 .9063530E+06   2000035E-02  .1513E+03  .1371E+02   .9997264  .0217355  .0086426
T 3093  1 .9102424E+06   2000226E-02 -.1422E+02 -.1179E+03   .9999228 -.0011209 -.0123723
T 3094  1 .9102466E+06   2000103E-02  .1816E+03  .1274E+03   .9956871  .0817561  .0438528
T 3095  1 .9090285E+06   2000016E-02  .8814E+02 -.3694E+02   .9998816  .0000535  .0153892
T 3096  1 .8965415E+06   2000145E-02 -.2000E+03 -.1169E+02   .9999841 -.0029093 -.0048375
T 3097  1 .9092820E+06   2000174E-02 -.2548E+03  .5964E+02   .9997248 -.0234413  .0009433
T 3098  1 .9173401E+06   2000215E-02 -.1421E+03  .6923E+02   .9997045 -.0204308  .0131721
T 3099  1 .9142976E+06   2000127E-02  .1324E+03  .1015E+03   .9995137  .0292180  .0108913
T 3100  1 .9064493E+06   2000190E-02 -.3163E+02 -.3106E+03   .9993116  .0007025 -.0370912
T 3101  1 .9189563E+06   2000084E-02 -.1941E+01  .7597E+02   .9998027  .0125150  .0154256
T 3102  1 .9257795E+06   2000170E-02  .1019E+02 -.1950E+02   .9999674  .0080373 -.0007882
T 3103  1 .8984840E+06   2000120E-02 -.4045E+02 -.3851E+00   .9999132 -.0131777 -.0001641
T 3104  1 .9094445E+06   2000040E-02 -.3196E+01 -.1278E+03   .9999283 -.0098285 -.0068400
T 3105  1 .9056230E+06   2000079E-02  .5667E+02  .5538E+02   .9999705  .0076765 -.0003880
T 3106  1 .9195793E+06   2000078E-02  .5223E+02  .1659E+03   .9997961 -.0088619  .0181463
T 3107  1 .9186290E+06   2000132E-02  .1005E+02 -.8241E+02   .9998390  .0044127 -.0173917
T 3108  1 .9194613E+06   2000214E-02  .4322E+02  .5234E+02   .9999614  .0070398  .0052574
T 3109  1 .9184386E+06   2000186E-02  .8084E+01  .9119E+02   .9999485 -.0047214  .0089856
T 3110  1 .9081540E+06   2000220E-02  .1182E+03 -.6239E+02   .9999490  .0084917  .0054728
T 3111  1 .9134388E+06   2000090E-02  .6984E+01 -.3728E+02   .9999695 -.0004103 -.0077952
T 3112  1 .8990158E+06   2000060E-02  .1378E+03  .1122E+03   .9997585  .0153911 -.0156889
T 3113  1 .9071157E+06   2000088E-02  .1166E+03  .2145E+02   .9994277  .0338082  .0011402
T 3114  1 .9200143E+06   2000012E-02  .5622E+02 -.2720E+03   .9988054 -.0082176 -.0481691
T 3115  1 .9084954E+06   2000035E-02 -.7252E+01  .1328E+03   .9999770  .0029018  .0061378
T 3116  1 .9171110E+06   2000173E-02 -.4692E+02 -.1017E+02   .9998844  .0087539  .0124357
T 3117  1 .9052193E+06   2000228E-02 -.1118E+03  .7476E+02   .9983378 -.0101961  .0567248
T 3118  1 .9053610E+06   2000016E-02 -.1041E+03  .6793E+02   .9992428 -.0320766  .0220196
T 3119  1 .9113550E+06   2000236E-02  .1315E+03 -.9109E+02   .9996363  .0208956 -.0170473
T 3120  1 .9060166E+06   2000015E-02  .5540E+02  .1037E+03   .9999943 -.0030662  .0014481
T 3121  1 .9054465E+06   2000050E-02  .9540E+02  .5385E+02   .9998776  .0118780 -.0101809
T 3122  1 .9079139E+06   2000148E-02 -.1362E+03 -.9908E+02   .9998087 -.0157577 -.0115852
T 3123  1 .9070720E+06   2000144E-02 -.1362E+03  .1006E+03   .9965597 -.0581457  .0590579
T 3124  1 .9156927E+06   2000134E-02  .2278E+02  .8281E+02   .9999717 -.0034063  .0067139
T 3125  1 .9115078E+06   2000101E-02 -.1129E+03  .1300E+03   .9998811 -.0143343  .0056884
T 3126  1 .9062561E+06   2000170E-02 -.1488E+03  .3332E+02   .9998260 -.0182853 -.0036920
T 3127  1 .9018313E+06   2000054E-02 -.1837E+03  .2489E+02   .9999042 -.0126978  .0055150
T 3128  1 .9043826E+06   2000239E-02 -.2794E+02  .7960E+02   .9999786  .0001868 -.0065386
T 3129  1 .9200863E+06   2000049E-02  .9808E+02  .3623E+02   .9997495  .0216576  .0056447
T 3130  1 .9099673E+06   2000203E-02 -.1803E+02  .8762E+02   .9997624  .0006958  .0217884
T 3131  1 .9196860E+06   2000000E-02 -.5195E+03 -.5191E+03   .9990816 -.0213846 -.0371309
T 3132  1 .9076382E+06   2000122E-02 -.1998E+03 -.4928E+02   .9997762 -.0209873  .0026542
T 3133  1 .9152378E+06   2000159E-02  .1864E+02 -.6257E+02   .9999839 -.0019461 -.0053337
T 3134  1 .9209396E+06   2000109E-02 -.7974E+02  .1453E+03   .9999839 -.0055790  .0009939
T 3135  1 .9092035E+06   2000047E-02  .1807E+02 -.6316E+00   .9999708 -.0060263  .0047056
T 3136  1 .9078558E+06   2000217E-02 -.1100E+02  .2837E+02   .9999395 -.0097227  .0051436
T 3137  1 .9044101E+06   2000090E-02 -.3043E+02  .1177E+02   .9998888 -.0096339 -.0113839
T 3138  1 .9143105E+06   2000200E-02 -.1227E+01 -.1274E+03   .9998566  .0027901 -.0167049
T 3139  1 .9150404E+06   2000230E-02 -.4154E+03  .2991E+03   .9863302 -.0888827  .1387537
T 3140  1 .9119649E+06   2000156E-02 -.1594E+03 -.1188E+03   .9996411 -.0246398 -.0105111
T 3141  1 .9097623E+06   2000058E-02  .4884E+03 -.1465E+03   .9995201  .0222681 -.0215319
T 3142  1 .9047376E+06   2000065E-02 -.1785E+02 -.4212E+02   .9999896  .0045549 -.0002084
T 3143  1 .9064038E+06   2000070E-02 -.5594E+02 -.2921E+02   .9999898  .0025876  .0036965
T 3144  1 .9030067E+06   2000005E-02  .5263E+02 -.3194E+02   .9997908  .0169967  .0113790
T 3145  1 .9115819E+06   2000236E-02  .4626E+02 -.9901E+02   .9998713 -.0003482 -.0160422
T 3146  1 .9061458E+06   2000095E-02 -.1008E+03 -.4034E+02   .9998920 -.0137307 -.0052443
T 3147  1 .8994082E+06   2000026E-02  .9601E+02 -.5629E+01   .9994788  .0222698 -.0233693
T 3148  1 .9102127E+06   2000171E-02  .3387E+02  .1872E+03   .9998720  .0066911  .0145314
T 3149  1 .9004975E+06   2000204E-02 -.2242E+02 -.1384E+03   .9999200 -.0105617 -.0069614
T 3150  1 .9038280E+06   2000015E-02 -.7966E+02  .1207E+03   .9999647 -.0020622  .0081465
T 3151  1 .9124986E+06   2000145E-02  .3591E+02  .1408E+02   .9999979  .0008109 -.0018685
T 3152  1 .9177377E+06   2000082E-02  .2090E+03 -.4416E+03   .9982331  .0216090 -.0553517
T 3153  1 .9207826E+06   2000123E-02 -.5354E+02 -.2018E+03   .9995307 -.0120427 -.0281650
T 3154  1 .9039828E+06   2000000E-02  .5515E+03  .9421E+03   .9946176  .0582480  .0856909
T 3155  1 .9078839E+06   2000033E-02 -.1009E+03  .8331E+01   .9998829 -.0152644 -.0010505
T 3156  1 .9097353E+06   2000226E-02 -.2011E+02 -.4228E+02   .9999158 -.0038253  .0124025
T 3157  1 .9219940E+06   2000016E-02  .1131E+02  .7240E+02   .9999537 -.0092629  .0026219
T 3158  1 .9045996E+06   2000099E-02  .1132E+03  .7451E+02   .9996818  .0252177 -.0005829
T 3159  1 .9077985E+06   2000124E-02 -.2986E+02  .6387E+02   .9998438  .0162017  .0070671
T 3160  1 .9187374E+06   2000168E-02 -.1416E+03 -.5774E+02   .9998637 -.0142754 -.0082935
T 3161  1 .9076952E+06   2000180E-02  .1009E+03  .1005E+03   .9996544 -.0262824  .0005284
