,"Energy, MeV","IFlux, cm-2"
0,0.1,1947533335999998.8
1,0.10115919673599612,1914362757312502.8
2,0.10233183084271966,1881383157342830.0
3,0.10351805808573353,1848600007139089.0
4,0.10471803603622992,1816018742206116.8
5,0.10593192409196112,1783644758908816.0
6,0.10715988349841302,1751483410841879.2
7,0.10840207737022386,1719540005168854.8
8,0.10965867071285146,1687819798934054.8
9,0.11092983044449156,1656329786734713.8
10,0.11221572541825015,1625073983330494.8
11,0.11351652644457284,1594056811133213.5
12,0.1148324063139345,1563283288976107.0
13,0.11616353981979143,1532758366845472.8
14,0.11751010378179998,1502486922107976.0
15,0.11887227706930426,1472473755738349.2
16,0.12025024062509589,1442724157763081.8
17,0.12164417748944946,1413244775403804.2
18,0.12305427282443648,1384037577184626.2
19,0.1244807139385211,1355107020404177.0
20,0.12592369031144107,1326457467261316.5
21,0.12738339361937717,1298093181181714.8
